Food code,Food name,FoodEx2 code,FoodEx2 name,Facet(s) code,Facet(s) description,Reverse yield factor,Source(s),Reference(s),Reference link
A.04.03.001,"Almond, sweet (Prunus amygalus dulcis)",A047D,Almond essence,F28.A07MJ,PROCESS=Extraction,1.00,Not converted to RPC,Not converted to RPC,
A.04.03.001,"Almond, sweet (Prunus amygalus dulcis)",A014F,Almonds sweet,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.03.001,"Almond, sweet (Prunus amygalus dulcis)",A014F,Almonds sweet,F28.A0C02$F02.A068M,"PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",2.22,Extrapolation,based on 'walnut oil',
A.04.03.002,"Almond, bitter (Prunus amygalus amara)",A014E,Bitter almonds,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.03.003,Brazil nuts (Bertholletia excelsa),A014G,Brazil nuts,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.03.004,Cashew nuts (Anacardium occidentale),A014H,Cashew nuts,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.03.005,Chestnuts (Castanea sativa),A014J,Chestnuts,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.03.005,Chestnuts (Castanea sativa),A014J,Chestnuts,F28.A0C6N,PROCESS=Pulping / mashing,1.00,Assumption,Default value of 1,
A.04.03.006,Coconuts (Cocos nucifera),A014K,Coconuts,F28.A07LA,PROCESS=Grinding / milling / crushing,1.00,Assumption,Default value of 1,
A.04.03.006,Coconuts (Cocos nucifera),A014K,Coconuts,F28.A07MJ,PROCESS=Extraction,1.00,Assumption,Default value of 1,
A.04.03.006,Coconuts (Cocos nucifera),A014K,Coconuts,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.03.006,Coconuts (Cocos nucifera),A014K,Coconuts,F28.A0C02$F02.A068M,"PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",7.81,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Coconut oil => Coconuts),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.04.03.007,Hazelnuts (Corylus avellana),A014L,Hazelnuts,F28.A07LA,PROCESS=Grinding / milling / crushing,1.00,Assumption,Default value of 1,
A.04.03.007,Hazelnuts (Corylus avellana),A014L,Hazelnuts,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.03.008,Macadamia (Macadamia ternifolia),A014M,Macadamias,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.03.009,Pecans (Carya illinoensis),A014N,Pecans,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.03.010,Pine nuts (Pinus pinea),A01BV,Pine nut kernels,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.03.011,Pistachios (Pistachia vera),A014Q,Pistachios,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.03.012,Walnuts (Juglans regia),A014R,Walnuts,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.03.012,Walnuts (Juglans regia),A014R,Walnuts,F28.A0C02$F02.A068M,"PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",2.22,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Walnuts, PROCESS=pressed to oil, N=1)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.04.04.001,Linseed (Linum usitatissimum),A015G,Linseeds,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.04.001,Linseed (Linum usitatissimum),A015G,Linseeds,F28.A0C02$F02.A068M,"PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",2.86,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Oil of linseed => Linseed),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.04.04.003,Poppy seed (Papaver somniferum),A015J,Poppy seeds,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.04.004,Sesame seed (Sesamum indicum syn. S. orientale),A015K,Sesame seeds,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.04.004,Sesame seed (Sesamum indicum syn. S. orientale),A015K,Sesame seeds,F28.A0C02$F02.A068M,"PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",2.33,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Oil of sesame seed => Sesame seed),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.04.04.004,Sesame seed (Sesamum indicum syn. S. orientale),A015K,Sesame seeds,F28.A0C6N,PROCESS=Pulping / mashing,1.00,Assumption,Default value of 1,
A.04.04.005,Sunflower seed (Helianthus annuus),A015L,Sunflower seeds,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.04.005,Sunflower seed (Helianthus annuus),A015L,Sunflower seeds,F28.A0C02$F02.A068M,"PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",2.44,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Oil of sunflower seed => Sunflower seed),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.04.04.006,Rape seed (Brassica napus),A015M,Rapeseeds,F28.A0C02$F02.A068M,"PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",2.63,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Oil of rape seed => Rape seed),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.04.04.007,Mustard seed (Brassica nigra),A015S,Mustard seeds,F28.A07LA,PROCESS=Grinding / milling / crushing,1.25,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Flour of mustard => Mustard seed),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.04.04.007,Mustard seed (Brassica nigra),A015S,Mustard seeds,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.04.008,Cotton seed (Gossypium spp.),A015V,Cotton seeds,F28.A0C02$F02.A068M,"PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",9.92,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Oil of cottonseed => Cottonseed),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.04.04.009,Pumpkin seeds (Cucurbita pepo var. oleifera),A015X,Pumpkin seeds,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.04.009,Pumpkin seeds (Cucurbita pepo var. oleifera),A015X,Pumpkin seeds,F28.A0C02$F02.A068M,"PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",2.86,Extrapolation,based on 'linseed oil' (similar fat content),
A.04.04.010,Safflower (Carthamus tinctorius),A015Y,Safflower seeds,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.04.010,Safflower (Carthamus tinctorius),A015Y,Safflower seeds,F28.A0C02$F02.A068M,"PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",2.40,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Safflower seeds, PROCESS=pressed to oil, N=1)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.04.04.011,Borage (Borago officinalis),A015Z,Borage seeds,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.04.013,Hempseed (Cannabis sativa),A016B,Hemp seeds,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.04.05,Other seeds,A016D,Other oilseeds (including elsewhere non-listed seeds),F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.05.01.001,Grapefruit (Citrus paradisi),A01CY,Grapefruits,F28.A07LN,PROCESS=Juicing,2.13,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Juice => Grapefruit),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.05.01.001,Grapefruit (Citrus paradisi),A01CY,Grapefruits,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.05.01.002,Oranges (Citrus sinensis),A0DZB,Oranges,F28.A07LN,PROCESS=Juicing,1.82,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Single Strengh Juice => Oranges),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.05.01.002,Oranges (Citrus sinensis),A0DZB,Oranges,F28.A07LN$F28.A07KF,"PROCESS=Juicing, PROCESS=Concentration / evaporation",10.00,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Conc. Orange Juice => Oranges),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.05.01.002,Oranges (Citrus sinensis),A0DZB,Oranges,F28.A07LN$F28.A07KG,"PROCESS=Juicing, PROCESS=Drying (dehydration)",14.00,Literature,"USDA (1992), Weights, Measures, and Conversion Factors for Agricultural Commodities and Their Products || (Juice Powder => Orange)",https://naldc.nal.usda.gov/download/CAT92978524/PDF
A.05.01.002,Oranges (Citrus sinensis),A047C,Essences and extracts,F28.A07MJ,PROCESS=Extraction,1.00,Not converted to RPC,Not converted to RPC,
A.05.01.002,Oranges (Citrus sinensis),A0DZB,Oranges,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.05.01.002,Oranges (Citrus sinensis),A0DZB,Oranges,F28.A07XD$F20.A0F7P,"PROCESS=Unspecified, PART-CONSUMED-ANALYSED=Peel only",1.00,RPC,RPC,
A.05.01.002,Oranges (Citrus sinensis),A0DZB,Oranges,F28.A0BA1$F20.A07QE,"PROCESS=Cooking and similar thermal preparation processes, PART-CONSUMED-ANALYSED=With peel",1.43,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Exotic fruit jam, >5 min recipe, corrected for sugar content)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.05.01.003,Lemons (Citrus limon),A01BY,Lemons,F28.A07LN,PROCESS=Juicing,2.56,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Single Strengh Juice => Lemon/Lime),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.05.01.003,Lemons (Citrus limon),A01BY,Lemons,F28.A07LN$F28.A07KF,"PROCESS=Juicing, PROCESS=Concentration / evaporation",8.40,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Conc. Lemon/lime Juice => Lemons/limes),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.05.01.003,Lemons (Citrus limon),A047H,Lemon essence,F28.A07MJ,PROCESS=Extraction,1.00,Not converted to RPC,Not converted to RPC,
A.05.01.003,Lemons (Citrus limon),A01BY,Lemons,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.05.01.003,Lemons (Citrus limon),A01BY,Lemons,F28.A07XD$F20.A0F7P,"PROCESS=Unspecified, PART-CONSUMED-ANALYSED=Peel only",1.00,RPC,RPC,
A.05.01.003,Lemons (Citrus limon),A01BY,Lemons,F28.A0BA1$F20.A07QE,"PROCESS=Cooking and similar thermal preparation processes, PART-CONSUMED-ANALYSED=With peel",1.43,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Exotic fruit jam, >5 min recipe, corrected for sugar content)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.05.01.004,Limes (Citrus aurantifolia),A01CA,Limes,F28.A07KC,PROCESS=Pickling,1.00,Assumption,Default value of 1,
A.05.01.004,Limes (Citrus aurantifolia),A01CA,Limes,F28.A07LN,PROCESS=Juicing,2.56,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Single Strengh Juice => Lemon/Lime),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.05.01.004,Limes (Citrus aurantifolia),A01CA,Limes,F28.A07LN$F28.A07KF,"PROCESS=Juicing, PROCESS=Concentration / evaporation",8.40,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Conc. Lemon/lime Juice => Lemons/limes),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.05.01.004,Limes (Citrus aurantifolia),A047C,Essences and extracts,F28.A07MJ,PROCESS=Extraction,1.00,Not converted to RPC,Not converted to RPC,
A.05.01.004,Limes (Citrus aurantifolia),A01CA,Limes,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.05.01.004,Limes (Citrus aurantifolia),A01CA,Limes,F28.A0BA1$F20.A07QE,"PROCESS=Cooking and similar thermal preparation processes, PART-CONSUMED-ANALYSED=With peel",1.43,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Exotic fruit jam, >5 min recipe, corrected for sugar content)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.05.01.005,Mandarins (Citrus reticulata),A01CB,Mandarins and similar-,F28.A07LN,PROCESS=Juicing,2.22,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Tang. Mand. Clem. Juice => Mandarines),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.05.01.005,Mandarins (Citrus reticulata),A01CB,Mandarins and similar-,F28.A07LN$F28.A07KF,"PROCESS=Juicing, PROCESS=Concentration / evaporation",6.66,Assumption,Conversion factor of corresponding juice multiplied by 3,
A.05.01.005,Mandarins (Citrus reticulata),A01CB,Mandarins and similar-,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.05.01.005,Mandarins (Citrus reticulata),A01CB,Mandarins and similar-,F28.A0BA1$F20.A07QE,"PROCESS=Cooking and similar thermal preparation processes, PART-CONSUMED-ANALYSED=With peel",1.43,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Exotic fruit jam, >5 min recipe, corrected for sugar content)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.05.01.005,Mandarins (Citrus reticulata),A01CB,Mandarins and similar-,F28.A0BYP,PROCESS=Canning / jarring,1.00,Assumption,Default value of 1,
A.05.01.006,Pomelo (Citrus grandis),A01DB,Pomelos,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.05.02.001,Apple (Malus domesticus),A01DJ,Apples,F28.A07JZ,PROCESS=Bacteria fermentation,1.00,Assumption,15% sugar in fruit || 10% acetic acid in vinegar and theoretical yield of 0.67 acetic acid from sugar,
A.05.02.001,Apple (Malus domesticus),A01DJ,Apples,F28.A07KG,PROCESS=Drying (dehydration),8.33,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Dried => Apples),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.05.02.001,Apple (Malus domesticus),A01DJ,Apples,F28.A07LN,PROCESS=Juicing,1.54,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Single Strengh Juice => Apples),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.05.02.001,Apple (Malus domesticus),A01DJ,Apples,F28.A07LN$F28.A07KF,"PROCESS=Juicing, PROCESS=Concentration / evaporation",4.55,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Conc. Apple Juice => Apples),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.05.02.001,Apple (Malus domesticus),A01DJ,Apples,F28.A07LN$F28.A07KG,"PROCESS=Juicing, PROCESS=Drying (dehydration)",11.00,Literature,"USDA (1992), Weights, Measures, and Conversion Factors for Agricultural Commodities and Their Products || (Juice Powder => Apples)",https://naldc.nal.usda.gov/download/CAT92978524/PDF
A.05.02.001,Apple (Malus domesticus),A047C,Essences and extracts,F28.A07MJ,PROCESS=Extraction,1.00,Not converted to RPC,Not converted to RPC,
A.05.02.001,Apple (Malus domesticus),A01DJ,Apples,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.05.02.001,Apple (Malus domesticus),A01DJ,Apples,F28.A0BA1,PROCESS=Cooking and similar thermal preparation processes,1.35,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Apple jelly, >5 min recipe, corrected for sugar content)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.05.02.001,Apple (Malus domesticus),A01DJ,Apples,F28.A0BYP,PROCESS=Canning / jarring,1.00,Assumption,Default value of 1,
A.05.02.001,Apple (Malus domesticus),A01DJ,Apples,F28.A0C00,PROCESS=Winemaking,1.43,Extrapolation,based on 'wine',
A.05.02.001,Apple (Malus domesticus),A01DJ,Apples,F28.A0C6N,PROCESS=Pulping / mashing,1.00,Assumption,Default value of 1,
A.05.02.002,Pear (Pyrus communis),A01DP,Pears,F28.A07KG,PROCESS=Drying (dehydration),6.31,Literature,"USDA (1992), Weights, Measures, and Conversion Factors for Agricultural Commodities and Their Products || (Dried => Pears)",https://naldc.nal.usda.gov/download/CAT92978524/PDF
A.05.02.002,Pear (Pyrus communis),A01DP,Pears,F28.A07LN,PROCESS=Juicing,1.85,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Pear juice, PROCESS=prepared by juice centrifuge)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.05.02.002,Pear (Pyrus communis),A01DP,Pears,F28.A07LN$F28.A07KF,"PROCESS=Juicing, PROCESS=Concentration / evaporation",5.55,Assumption,Conversion factor of corresponding juice multiplied by 3,
A.05.02.002,Pear (Pyrus communis),A01DP,Pears,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.05.02.002,Pear (Pyrus communis),A01DP,Pears,F28.A0BA1,PROCESS=Cooking and similar thermal preparation processes,1.51,Extrapolation,based on 'cooked quinces',
A.05.02.002,Pear (Pyrus communis),A01DP,Pears,F28.A0BYP,PROCESS=Canning / jarring,1.00,Assumption,Default value of 1,
A.05.02.002,Pear (Pyrus communis),A01DP,Pears,F28.A0C00,PROCESS=Winemaking,1.43,Extrapolation,based on 'wine',
A.05.02.002,Pear (Pyrus communis),A01DP,Pears,F28.A0C6N,PROCESS=Pulping / mashing,1.00,Assumption,Default value of 1,
A.05.02.003,Quince (Cydonia oblonga),A01DR,Quinces,F28.A07LN$F28.A07KF,"PROCESS=Juicing, PROCESS=Concentration / evaporation",5.10,Assumption,Conversion factor of corresponding juice multiplied by 3,
A.05.02.003,Quince (Cydonia oblonga),A01DR,Quinces,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.05.02.003,Quince (Cydonia oblonga),A01DR,Quinces,F28.A0BA1,PROCESS=Cooking and similar thermal preparation processes,1.51,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Quince jelly, >5 min recipe, corrected for sugar content)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.05.02.004,Medlar (Mespilus germanica),A01DM,Medlars,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.05.02.005,Loquat (Eriobotrya japonica),A01DL,Loquats,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.05.02.007,Rowan (Sorbus),A01GD,Sorb fruits,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.05.02.009,Nashi pear (Pyrus pyrifolia),A01DQ,Nashi pears,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.05.03.001,Apricots (Prunus armeniaca),A01GF,Apricots,F28.A07KG,PROCESS=Drying (dehydration),3.45,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Dried => Apricots),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.05.03.001,Apricots (Prunus armeniaca),A01GF,Apricots,F28.A07LN,PROCESS=Juicing,1.48,Extrapolation,based on 'cherry juice (stone fruit)',
A.05.03.001,Apricots (Prunus armeniaca),A01GF,Apricots,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.05.03.001,Apricots (Prunus armeniaca),A01GF,Apricots,F28.A0BA1,PROCESS=Cooking and similar thermal preparation processes,1.43,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Apricot Jam, >5 min recipe, corrected for sugar content)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
