"id","exposure","gruppo","code",,"Our approximation",
3806,"L5","Damsons","8.51.379.175.920",,"A.05.03.003","Damson plum (Prunus domestica var institia)"
3906,"L5","Dandelion leaves (forced)","20.59.433.674.1020",,"A.02.05.019","Dandelion leaf (Taraxacum officinalis)"
4063,"L5","Dandelions","20.59.216.262.1177",,"A.02.05.019","Dandelion leaf (Taraxacum officinalis)"
3655,"L5","Dark ale beer","1.16.42.343.769",,"A.14.01.001","Beer, strong"
3110,"L5","Dates","8.51.252.154.224",,"A.05.06.001","Dates (Phoenix dactylifera)"
2918,"L5","Deer fresh meat","13.64.232.26.32",,"A.06.03.003","Elk meat (Alces alces)"
4619,"L5","Deer liver","13.10.231.1051.1733",,"A.06.07.001","Liver, game animals"
4904,"L5","Deer, fallow fresh meat","13.64.232.26.2018",,"A.11.01.009","Tallow"
4317,"L5","Deer, red fresh meat","13.64.232.26.1431",,"A.06.03.003","Elk meat (Alces alces)"
4137,"L5","Dentex","6.37.238.705.1251",,,
4059,"L5","Dessert halva","19.110.422.751.1173",,"I.10.04.015.004","Halva, plain"
3119,"L5","Dessert sauces/toppings","17.30.122.161.233",,"A.10.05.002","Chocolate sauce"
4870,"L5","Dessert wines","1.111.123.1192.1984",,"A.14.02.001","Wine, white"
4762,"L5","Diadromous fish","6.37.124.1125.1876",,,
4002,"L5","Dietary foods for special medical purposes","16.45.125.726.1116",,"A.18.05","Medical food (are specially formulated and intended for the dietary management of a disease that has distinctive nutritional needs that cannot be met by normal diet alone; intended to be used under medical supervision)"
3893,"L5","Dill leaves","20.54.32.668.1007",,"A.16.02.018","Dill seed (Anethum graveolens)"
4897,"L5","Dishes, incl. Ready to eat meals (excluding soups and salads)","4.31.127.1202.2011",,"A.17.06","Ready-to-eat meal for infants and young children"
4027,"L5","Dolma","4.31.282.58.1141",,"A.19.11.010","Prepared mixed egg/meat/fish/vegetable salad"
3968,"L5","Dories","6.37.238.462.1082",,,
3319,"L5","Doughnuts-berliner","10.36.434.312.433",,"A.01.07.001.017","Doughnuts"
3134,"L5","Dried apples","8.80.128.176.248",,"A.05.07.006","Dried apples (Malus domesticus)"
3136,"L5","Dried apricots","8.80.128.178.250",,"A.05.07.004","Dried apricots (Prunus armeniaca)"
3599,"L5","Dried bananas","8.80.128.494.713",,"A.05.07.008","Dried bananas (Musa × paradisica)"
3600,"L5","Dried dates","8.80.128.495.714",,"A.05.07.007","Dried dates (Phoenix dactylifera)"
3601,"L5","Dried figs","8.80.128.496.715",,"A.05.07.002","Dried figs (Ficus carica)"
3556,"L5","Dried fish","6.38.301.464.670",,"I.07.01.017.001","Cod (Gadus morhua)"
3602,"L5","Dried fruit","8.80.128.497.716",,"A.05.09.001","Mixed dried fruits"
3750,"L5","Dried herbs","11.92.129.583.864",,"I.16.01.018","Herbs, dried"
3603,"L5","Dried mangoes","8.80.128.498.717",,"A.05.07.009","Dried mangoes (Mangifera indica)"
3911,"L5","Dried mushrooms","20.82.131.679.1025",,"A.02.15.001","Cultivated mushroom (syn. Button mushroom) (Agaricus bisporus)"
3742,"L5","Dried nuts/seeds and related flours and powders","11.81.296.578.856",,"A.04.03.004","Cashew nuts (Anacardium occidentale)"
3323,"L5","Dried pasta","10.76.280.316.437",,"A.01.05.005","Pasta, wheat flour, with eggs"
3604,"L5","Dried pears","8.80.128.499.718",,"A.05.07.005","Dried pears (Pyrus communis)"
4247,"L5","Dried potato products","18.96.130.418.1361",,"A.20.01.001","Potato crisps"
3138,"L5","Dried prunes","8.80.128.180.252",,"A.05.07.003","Dried prunes (Prunus domestica)"
4812,"L5","Dried shrimps and prawns","6.38.302.1158.1926",,"A.07.04.005","Shrimps (Crangon crangon)"
4151,"L5","Dried stuffed pasta","10.76.280.794.1265",,"I.19.01.003.014","Tortellini with cheese"
3277,"L5","Dried vegetables","20.82.131.276.391",,"A.02.14.007","Sun-dried tomatoes"
3140,"L5","Dried vine fruits (raisins etc.)","8.80.128.182.254",,"A.05.07.001","Dried vine fruits (currants, raisins and sultanas)"
3328,"L5","Drinking water","21.32.133.321.442",,"Drinking water (water without any additives except carbon dioxide; includes water ice for consumption)",
4436,"L5","Duck edible offal, non-muscle, other than liver and kidney","13.7.290.945.1550",,"A.06.06.007","Duck liver"
3954,"L5","Duck fat, processed","2.5.25.383.1068",,"A.11.01.007","Duck fat"
3374,"L5","Duck fresh meat","13.64.48.13.488",,"A.06.02.003","Duck meat (Anas spp.)"
4623,"L5","Duck, other slaughtering products","13.13.293.1052.1737",,"A.06.06.007","Duck liver"
4010,"L5","Dulse","20.2.322.732.1124",,"A.18.02.011","Algae formula (e.g. Spirulina, Chlorella)"
3695,"L5","Dumpling, sweet","10.36.405.552.809",,"I.01.07.001.063","Dumpling, sweet filling"
4423,"L5","Durum wheat grain","10.22.82.537.1537",,"A.01.07.001.045","Dumpling"
3760,"L5","Edible crab","6.28.109.593.874",,"A.07.04.001","Crab (Cancer spp.)"
4916,"L5","Eel, european","6.37.124.458.2030",,"A.07.01.027","Eels (Apodes)"
2935,"L5","Egg based dishes","4.31.126.41.49",,"A.09.01.003","Egg white, chicken"
3525,"L5","Egg powder","5.79.134.449.639",,"A.09.01.003","Egg white, chicken"
4414,"L5","Egg white","5.104.218.89.1528",,"A.09.01.003","Egg white, chicken"
4415,"L5","Egg yolk","5.104.218.90.1529",,"A.09.01.002","Egg yolk, chicken"
3576,"L5","Elderberries","8.51.46.479.690",,"A.05.04.015","Elderberries (Sambucus nigra)"
4407,"L5","Elderflowers infusion","3.55.191.925.1521",,"A.13.02.003","Fruit tee, infusion"
4427,"L5","Emulsifier","12.42.135.936.1541",,,
3334,"L5","Energy drinks","21.109.178.325.448",,"I.13.06","Energy drink"
4329,"L5","Enzyme-based formulations","16.46.256.882.1443",,"A.18.02.009","Enzyme-based supplement"
3798,"L5","Equine fresh meat","13.64.232.365.912",,"A.06.01.006","Horse, asses, mules or hinnies meat (Equus spp.)"
4343,"L5","Escaroles","20.59.216.262.1457",,"A.02.05.004","Endive, scarole (broad-leaf endive) (Cichorium endiva)"
3259,"L5","Escaroles and similar-","20.59.216.262.373",,"A.02.05.004","Endive, scarole (broad-leaf endive) (Cichorium endiva)"
4668,"L5","Essences and extracts","12.44.136.1075.1782",,"A.16.04.012","Vegetable extracts"
4322,"L5","European buffalo milk","14.70.244.120.1436",,"A.08.01.003","Buffalo milk"
4905,"L5","European moose meat","13.64.232.26.2019",,"A.08.01.003","Buffalo milk"
3057,"L5","Evaporated milk (liquid, unsweetened)","14.69.245.115.171",,"A.08.03.001","Evaporated milk (milk evaporated down to less than a half of its original volume. It is unsweetened.)"
4421,"L5","Extracts of plant origin","9.33.137.931.1535",,"A.16.04.012","Vegetable extracts"
4354,"L5","Extruded breakfast cereal products","10.19.297.241.1468",,"A.01.04.006.003","Extruded bread"
4921,"L5","Extruded rice bread","10.18.138.1209.2035",,"A.01.04.006.003","Extruded bread"
4353,"L5","Extruded, pressed or puffed bread","10.18.138.899.1467",,"A.01.04.006.003","Extruded bread"
4774,"L5","Fat emulsions and blended fats","2.34.139.1132.1888",,"A.11.06.004","Fat emulsions"
3416,"L5","Fats and oils from terrestrial animals","2.5.25.383.530",,"A.11.01.009","Tallow"
4643,"L5","Fennel infusion","3.55.191.1062.1757",,"A.13.02.003","Fruit tee, infusion"
4634,"L5","Fennel leaves","20.54.32.668.1748",,"A.16.02.019","Fennel seed (Foeniculum vulgare)"
4535,"L5","Fennel seed","11.92.349.1012.1649",,"A.16.02.019","Fennel seed (Foeniculum vulgare)"
4667,"L5","Fenugreek seed","11.92.349.1074.1781",,"A.04.02.001","Beans (Phaseolus vulgaris)"
3437,"L5","Fermented milk products","14.35.140.393.551",,"A.08.06.001.001","Yoghurt, cow milk, > 3% fat"
3461,"L5","Fermented soyabean-based meat imitates","16.66.242.412.575",,"I.19.04.002.003","Soya sausage / pattie"
2931,"L5","Fermented tea infusion","3.55.392.37.45",,"A.13.02.001","Black tea, infusion"
3279,"L5","Fermented vegetables","20.82.141.277.393",,"I.19.07.004.001","Mixed vegetables, boiled, Broccoli-Carrots-Cauliflower"
3584,"L5","Figs","8.51.252.484.698",,"A.05.06.002","Figs (Ficus carica)"
4270,"L5","Filled (stuffed) pastas","10.76.280.794.1384",,"A.19.01.003.005","Pasta, cooked, vegetable filling"
3163,"L5","Filled chocolate","19.27.90.189.277",,"I.10.03.005.002","Milk chocolate, with nuts and fruits"
4177,"L5","Filtered tap water","21.32.400.806.1291",,,
3294,"L5","Fine bakery wares","10.36.142.287.408",,"A.18.04.001","Fine bakery products for diabetics"
4609,"L5","Fine dough without yeast","10.76.313.822.1723",,"A.18.04.001","Fine bakery products for diabetics"
2970,"L5","Finger food","4.31.340.59.84",,"A.19.01.002.005","Pizza and pizza-like pies, cheese, meat, and vegetables"
3013,"L5","Firm - ripened cheeses","14.23.326.86.127",,"A.08.08.011","Cheese, processed cheese, plain"
4114,"L5","Firm brined cheese (ricotta salata type)","14.23.57.772.1228",,"A.08.08.144","Cheese, Ricotta"
3423,"L5","Firm-ripened bloomy (white mould) or washed rind cheese","14.23.326.86.537",,"A.08.08.011","Cheese, processed cheese, plain"
3015,"L5","Firm-ripened blue mould-veined cheese","14.23.326.86.129",,"A.08.08.011","Cheese, processed cheese, plain"
4733,"L5","Firm-ripened cheese with added herbs, spices or other ingredients","14.23.326.86.1847",,"A.08.08.011","Cheese, processed cheese, plain"
3536,"L5","Fish (meat)","6.37.143.459.650",,"I.07.01.006.001","Salmon (Salmo salar)"
4022,"L5","Fish and potatoes meal","4.31.126.43.1136",,"I.19.06.003.001","Fish and vegetable gratin"
3462,"L5","Fish and seafood based dishes","4.31.126.43.576",,"I.19.06.003.001","Fish and vegetable gratin"
4069,"L5","Fish and vegetables meal","4.31.126.43.1183",,"I.19.06.003.001","Fish and vegetable gratin"
3051,"L5","Fish fingers, breaded","6.38.301.109.165",,"A.07.02.003","Fish fingers"
4649,"L5","Fish liver","6.39.144.1063.1763",,"I.07.03.002.001","Cod liver"
3415,"L5","Fish oil","2.5.25.382.529",,"A.11.02.003","Cod liver oil"
3794,"L5","Fish paste or surimi","6.38.301.109.908",,"I.07.02.004.003","Fish paste, Salmon"
3468,"L5","Fish pâté","4.31.126.43.582",,"I.07.02.005.002","Fish pâté, Salmon"
3566,"L5","Fish roe","6.39.145.470.680",,"I.07.02.004.002","Fish paste, Roe (Tarama)"
3928,"L5","Fish sauce","17.26.343.141.1042",,,
3297,"L5","Flan tart","10.36.353.290.411",,"I.01.07.001.064","Flan, nature"
4211,"L5","Flat bread-based pastry","10.36.434.816.1325",,"A.01.04.001.001","Wheat bread, white"
4428,"L5","Flavour enhancer","12.42.146.937.1542",,,
3514,"L5","Flavoured bottled water","21.32.52.441.628",,,
3063,"L5","Flavoured milks","14.70.244.121.177",,"A.08.01.001.003","Cow milk, 1 - 2.9% fat (semi-skimmed milk)"
4539,"L5","Flavoured sour cream","14.35.362.1016.1653",,"A.08.05.003.006","Sour cream 40 % fat"
3176,"L5","Flavoured sugar","19.100.381.199.290",,"I.10.01.005.003","Flavoured sugar, Vanilla"
3827,"L5","Flavoured traditional sour milk products","14.35.140.108.941",,"A.08.06.005","Sour milk"
3834,"L5","Flavoured whey","14.70.427.640.948",,"A.08.04.001.002","Whey, sweet, fluid"
4433,"L5","Flavourings","12.44.147.942.1547",,,
3318,"L5","Florence fennels","20.99.148.311.432",,"A.02.07.004","Fennel (Foeniculum vulgare)"
4873,"L5","Flounders","6.37.238.98.1987",,"A.07.01.019","Flounder (Platichthys flesus)"
3778,"L5","Flounders, halibuts, soles","6.37.238.98.892",,"A.07.01.019","Flounder (Platichthys flesus)"
4375,"L5","Flour mix (like wheat/rye/barley/oats and other)","10.22.78.910.1489",,"A.01.03.008.004","Flour mix, wheat/rye/barley/oats"
4336,"L5","Flowering brassica","20.40.149.888.1450",,,
4568,"L5","Flowers or parts of flower used as spices or similar","11.92.150.1029.1682",,,
4683,"L5","Flowers used as vegetables","20.41.151.1086.1797",,,
4804,"L5","Flowers used for herbal infusions","3.57.152.1156.1918",,"A.13.02.003","Fruit tee, infusion"
3865,"L5","Foie gras","13.10.292.656.979",,"A.06.06.008","Goose liver"
4469,"L5","Follow-on formula, soya-based, powder","7.56.153.896.1583",,"A.17.01.004","Infant formula, milk and soya-based, powder"
4405,"L5","Fondant mass","19.27.40.924.1519",,"A.10.01.006","Sugar, icing"
4569,"L5","Food additives other than flavours, colours and artificial sweeteners","12.42.154.1030.1683",,,
4615,"L5","Food colours","12.43.155.1048.1729",,,
4670,"L5","Food flavourings","12.44.156.1077.1784",,,
4505,"L5","Food for sporting people","16.45.157.997.1619",,"A.18.03","Food for sports people (labelled as such)"
4327,"L5","Food supplements and similar preparations","16.46.159.880.1441",,,
4503,"L5","Formulas for metabolic disorders","16.45.125.995.1617",,"A.18.05","Medical food (are specially formulated and intended for the dietary management of a disease that has distinctive nutritional needs that cannot be met by normal diet alone; intended to be used under medical supervision)"
4117,"L5","Formulations containing special fatty acids (e.g. Omega-3, essential fatty acids)","16.46.256.774.1231",,"A.18.05","Medical food (are specially formulated and intended for the dietary management of a disease that has distinctive nutritional needs that cannot be met by normal diet alone; intended to be used under medical supervision)"
3398,"L5","Fortified and liqueur wines","1.111.123.373.512",,,
3515,"L5","Fortified bottled water","21.32.52.442.629",,,
2966,"L5","Frankfurt-type sausage","13.86.295.56.80",,"A.06.09.004.005","Frankfurters, sausage"
3268,"L5","French beans (with pods)","20.61.41.269.382",,"A.02.06.001","Beans, with pods (Phaseolus vulgaris)"
3273,"L5","French beans canned","20.82.72.274.387",,"A.02.06.001","Beans, with pods (Phaseolus vulgaris)"
4222,"L5","French pie pastry dough","10.76.313.822.1336",,"A.01.04.001.001","Wheat bread, white"
2949,"L5","Fresh bratwurst","13.86.160.50.63",,"A.06.09.001.002","Bratwurst"
4320,"L5","Fresh kolbasz","13.86.295.55.1434",,"A.06.09.001.002","Bratwurst"
3706,"L5","Fresh pasta","10.76.280.316.820",,,
3807,"L5","Fresh raw sausages","13.86.160.626.921",,"A.06.09.001.002","Bratwurst"
4439,"L5","Fresh spiced sausages in casing","13.86.160.948.1553",,"A.01.05.005","Pasta, wheat flour, with eggs"
4219,"L5","Fresh stuffed pasta","10.76.280.794.1333",,"A.19.01.003.005","Pasta, cooked, vegetable filling"
3538,"L5","Freshwater bream - Europe","6.37.163.460.652",,"A.07.01.026","Bream (Charax)"
4723,"L5","Freshwater crabs","6.28.162.1107.1837",,"A.07.04.001","Crab (Cancer spp.)"
3531,"L5","Freshwater crayfishes","6.28.162.454.645",,"A.07.04.007","Crayfish (Astacus spp.)"
3961,"L5","Freshwater fish","6.37.163.710.1075",,,
4695,"L5","Fried bread dough","10.18.401.1091.1809",,"A.01.04.001.001","Wheat bread, white"
4212,"L5","Fried dough sweet","10.36.434.817.1326",,"A.01.04.001.001","Wheat bread, white"
2951,"L5","Fries (finger chips)","4.31.126.52.65",,"A.03.01.003","French fries"
3528,"L5","Frog meat (Rana genus)","6.3.20.452.642",,"A.07.06.001","Frog legs (Rana spp.)"
4182,"L5","Frogs meat","6.3.20.452.1296",,"A.07.06.001","Frog legs (Rana spp.)"
3999,"L5","Frozen yoghurt","14.29.119.725.1113",,"A.08.06.002.001","Yoghurt, cow milk, with fruit, > 3% fat"
3622,"L5","Fruit / vegetable juices and nectars","9.48.164.503.736",,"I.12.04.012","Juice, Mixed citrus fruit"
4748,"L5","Fruit / vegetable spreads and similar","8.80.165.1119.1862",,"A.05.08.001.016","Jam, Oranges (Citrus sinensis)"
3570,"L5","Fruit and fruit products","8.49.166.474.684",,"A.05.09.005","Fruit cocktail"
4786,"L5","Fruit and vegetable juices and nectars (including concentrates)","9.50.167.1142.1900",,"I.12.04.012","Juice, Mixed citrus fruit"
4301,"L5","Fruit and vegetable juices and nectars specific for infants and young children","7.75.168.866.1415",,"A.17.08.001","Fruit juice for infants and young children"
3144,"L5","Fruit compote, apple","8.80.165.185.258",,"A.05.09.007.002","Fruit compote, Apple (Malus domesticus)"
3606,"L5","Fruit compote, apricot","8.80.165.185.720",,"A.05.09.007.004","Fruit compote, Apricot (Prunus armeniaca)"
3607,"L5","Fruit compote, cranberry","8.80.165.185.721",,"A.05.09.007.010","Fruit compote, Cranberry (Vaccinium macrocarpon)"
3608,"L5","Fruit compote, mandarin","8.80.165.185.722",,"A.05.09.007.001","Fruit compote, Mandarin (Citrus reticulata)"
3610,"L5","Fruit compote, peach","8.80.165.185.724",,"A.05.09.007.008","Fruit compote, Peach (Prunus persica)"
3611,"L5","Fruit compote, pear","8.80.165.185.725",,"A.05.09.007.003","Fruit compote, Pear (Pyrus communis)"
3612,"L5","Fruit compote, pineapple","8.80.165.185.726",,"A.05.09.007.011","Fruit compote, Pineapple (Ananas comosus)"
3613,"L5","Fruit compote, plum","8.80.165.185.727",,"A.05.09.007.005","Fruit compote, Plum (Prunus domestica)"
3614,"L5","Fruit compote, sour cherry","8.80.165.185.728",,"A.05.09.007.007","Fruit compote, Sour cherry (Prunus cerasus)"
3615,"L5","Fruit compote, sweet cherry","8.80.165.185.729",,"A.05.09.007.006","Fruit compote, Sweet cherry (Prunus avium)"
4903,"L5","Fruit dessert thickened","8.80.273.1206.2017",,"I.05.09.007.013","Fruit compote, Other"
3979,"L5","Fruit in alcohol or spirits","8.80.273.715.1093",,"I.05.09.007.013","Fruit compote, Other"
4205,"L5","Fruit in vinegar or brine","8.80.273.814.1319",,"A.05.09.009","Fruit in vinegar, oil, or brine"
3444,"L5","Fruit infusion","3.55.191.400.558",,"A.13.02.003","Fruit tee, infusion"
3616,"L5","Fruit jelly","8.80.165.500.730",,"I.20.02.006.001","Jelly dessert"
4525,"L5","Fruit juice concentrates","9.25.174.892.1639",,"I.12.02.024","Juice concentrate, Mixed fruit"
3623,"L5","Fruit juices (100% from named source)","9.48.169.504.737",,"I.12.02.024","Juice concentrate, Mixed fruit"
3382,"L5","Fruit liqueur","1.105.217.363.496",,"I.14.05.001.003","Other fruits liquors"
3629,"L5","Fruit nectars (min. 25-50% fruit as defined in EU legislation)","9.48.170.509.743",,"I.12.03.016","Nectar, other"
3166,"L5","Fruit or fruit-vegetable puree","8.80.273.191.280",,"A.17.06.005","Fruit purée for children"
3300,"L5","Fruit pie-tarts","10.36.353.293.414",,"A.01.07.001.023","Fruit tart"
4763,"L5","Fruit preparations for fillings and/or flavouring","8.80.165.1126.1877",,"A.05.09.005","Fruit cocktail"
3120,"L5","Fruit sauce","17.30.171.162.234",,"A.05.09.005","Fruit cocktail"
4100,"L5","Fruit smoothies","9.48.259.765.1214",,"I.08.02.003","Fruit and dairy smoothie"
3494,"L5","Fruit soup","4.91.361.429.608",,"I.19.10.009.002","Fruit soup, Blueberry"
4900,"L5","Fruit soup, dry","4.91.360.1205.2014",,"I.19.10.009.002","Fruit soup, Blueberry"
3108,"L5","Fruit used as fruit","8.51.173.153.222",,"A.05.09.005","Fruit cocktail"
3884,"L5","Fruiting vegetables","20.52.176.667.998",,"A.05.09.005","Fruit cocktail"
3949,"L5","Functional drinks","21.109.178.706.1063",,"I.13.01.001.022","Fruit soft drink, Apple"
2917,"L5","Functional vegetable margarines/fats","2.34.236.25.31",,"A.11.05","Fats of mixed origin"
4012,"L5","Fungi","20.53.179.734.1126",,"A.02.15.001","Cultivated mushroom (syn. Button mushroom) (Agaricus bisporus)"
4925,"L5","Fungi, mosses and lichens","20.53.180.1210.2039",,"A.02.15.001","Cultivated mushroom (syn. Button mushroom) (Agaricus bisporus)"
3463,"L5","Fungi-based meat imitates","16.66.242.413.577",,"A.02.15.001","Cultivated mushroom (syn. Button mushroom) (Agaricus bisporus)"
3597,"L5","Gages","8.51.379.175.711",,,
4265,"L5","Garden cress sprouts","20.94.112.846.1379",,,
3722,"L5","Garden peas (dry)","11.60.307.561.836",,,
3910,"L5","Garden peas (with pods)","20.61.284.678.1024",,,
3339,"L5","Garden peas (without pods)","11.60.212.329.453",,,
4648,"L5","Garfish","6.37.238.100.1762",,,
3195,"L5","Garlic","20.20.181.216.309",,"I.16.02.033","Garlic, dried"
4753,"L5","Garlic and similar-","20.20.181.1122.1867",,"I.16.02.033","Garlic, dried"
3914,"L5","Garlic puree","20.82.408.682.1028",,"A.02.14.002","Garlic purée"
