Livsmedelsnummer,Livsmedelsnamn,Råvara nivå 1,Andel,Inkluderar,Tillagningsprocess  nivå 1,Konverteringsfaktor nivå 1,Publikation nivå 1,Foodex2 nivå 1,Rå mängd beräknad,Beräkning rå mängd,Råvara nivå 2,Tillagningsprocess nivå 2,Konverteringsfaktor nivå 2,Publikation nivå 2,Foodex2 nivå 2,Kommentar,
861,Ravioli m sås fryst el konserv,Gris ,4,"Griskött, fläsk, fläskfärs, Fläskbog, sidfläsk, fläskkarré, Fläskkotlett, ","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A01RG,4,"4 * 1,00",,,,,,Faktor = logisk slutledning,
861,Ravioli m sås fryst el konserv,Fett vegetabiliskt fett och olja,4,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036V,4,"4 * 1,00",,,,,,Faktor = logisk slutledning,
861,Ravioli m sås fryst el konserv,Övrigt,4,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,4,"4 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
861,Ravioli m sås fryst el konserv,Vitlök,3,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00GZ,3,"3 * 1,00",,,,,,,
861,Ravioli m sås fryst el konserv,Socker,2,"Råsocker, farinsocker, invertsocker, sockerkulör","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A032H,2,"2 * 1,00",Sockerbeta,Rå,6.5,SLV - Riktlinjer för livsmedel,A010T,"Faktor = logisk slutledning

NB! Med ändrad Foodex-kod för socker, stämmer det inte alltid att råvara nivå 2 är sockerbeta.",
861,Ravioli m sås fryst el konserv,Nöt/ko ,2,"biff, entrecôte, filé, köttfärs, oxkött",Tillagad,1,SLV - Riktlinjer för livsmedel,A01QX,2.6,"2 * 1,3",,,,,,Faktor = logisk slutledning,
861,Ravioli m sås fryst el konserv,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
862,Tortellini m köttfyllning,"Vete, siktat",56,,"Tillagad, adderad",1,-,A003Y,56,"56 * 1,00",,,,,,Faktor = logisk slutledning,
862,Tortellini m köttfyllning,Gris ,14,"Griskött, fläsk, fläskfärs, Fläskbog, sidfläsk, fläskkarré, Fläskkotlett, ","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A01RG,14,"14 * 1,00",,,,,,Faktor = logisk slutledning,
862,Tortellini m köttfyllning,"Ägg, höna",12,Helt ägg höna,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A031G,12,"12 * 1,00",,,,,,Faktor = logisk slutledning,
862,Tortellini m köttfyllning,Olja solrosolja,10,,"Tillagad, adderad",1,Användarhjälp - Riktlinjer för beräknade livsmedel,A037D,10,"10 * 1,00",Solrosfrön,Juice drickfärdig,2.5,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A015L,,
862,Tortellini m köttfyllning,Potatismjöl,5,"potatisflingor, potatisstärkelse","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A011F,5,"5 * 1,00",,,,,,Faktor = logisk slutledning,
862,Tortellini m köttfyllning,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
862,Tortellini m köttfyllning,Övrigt,1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,1,"1 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
862,Tortellini m köttfyllning,Ost (hårdost),1,"Ystade hårdostar, kittost, mögelost","Rå, tillagad ",1,-,A02VA,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
866,Lasagne vegetarisk spenat chèvre,"Vete, siktat",25,"kokt pasta, kokta nudlar",Tillagad,0.5,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A003Y,12.5,"25 * 0,50",,,,,,,
866,Lasagne vegetarisk spenat chèvre,"Mjölk fett 1-2,5 %",18,,"Rå, tillagad ",1,-,A02LZ,18,"18 * 1,00",,,,,,Faktor = logisk slutledning,
866,Lasagne vegetarisk spenat chèvre,Spenat,18,nässlor,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00MJ,18,"18 * 1,00",,,,,,,
866,Lasagne vegetarisk spenat chèvre,Ost (hårdost),11,"Ystade hårdostar, kittost, mögelost","Rå, tillagad ",1,-,A02VA,11,"11 * 1,00",,,,,,Faktor = logisk slutledning,
866,Lasagne vegetarisk spenat chèvre,"Mjölk fett > 2,5%",8,,"Rå, tillagad ",1,-,A02LY,8,"8 * 1,00",,,,,,Faktor = logisk slutledning,
866,Lasagne vegetarisk spenat chèvre,"Lök (gul, röd)",7,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HC,7,"7 * 1,00",,,,,,,
866,Lasagne vegetarisk spenat chèvre,Mjölk fett < 1 %,5,,"Rå, tillagad ",1,-,A02MA,5,"5 * 1,00",,,,,,Faktor = logisk slutledning,
866,Lasagne vegetarisk spenat chèvre,Tomat ,5,Soltorkad tomat,Torkad,9,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A00HQ,45,"5 * 9,00",,,,,,,
866,Lasagne vegetarisk spenat chèvre,Olja olivolja,1,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036P,1,"1 * 1,00",Oliver,Juice drickfärdig,2,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A016M,,
866,Lasagne vegetarisk spenat chèvre,Fett vegetabiliskt fett och olja,1,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036V,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
866,Lasagne vegetarisk spenat chèvre,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
873,Nudelsoppa olika smaker kryddad,Vatten,85,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,85,"85 * 1,00",,,,,,Faktor=logiskt slutledning,
873,Nudelsoppa olika smaker kryddad,"Vete, siktat",9,,"Tillagad, adderad",1,-,A003Y,9,"9 * 1,00",,,,,,Faktor = logisk slutledning,
873,Nudelsoppa olika smaker kryddad,Fett vegetabiliskt fett och olja,3,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036V,3,"3 * 1,00",,,,,,Faktor = logisk slutledning,
873,Nudelsoppa olika smaker kryddad,Övrigt,2,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,2,"2 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
873,Nudelsoppa olika smaker kryddad,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
898,Chili con carne,Bönor utan balja,38,"bondböna, jackböna, limaböna",Tillagad,0.4,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A012S,15.2,"38 * 0,40",,,,,,,
898,Chili con carne,Vinäger ,1,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad ",1,-,A044M,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
898,Chili con carne,Nöt/ko ,18,"biff, entrecôte, filé, köttfärs, oxkött",Tillagad,1,SLV - Riktlinjer för livsmedel,A01QX,23.4,"18 * 1,3",,,,,,Faktor = logisk slutledning,
898,Chili con carne,Vatten,9,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,9,"9 * 1,00",,,,,,Faktor=logiskt slutledning,
898,Chili con carne,"Lök (gul, röd)",8,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HC,8,"8 * 1,00",,,,,,,
898,Chili con carne,Paprika ,7,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00JA,7,"7 * 1,00",,,,,,,
898,Chili con carne,Fett matfettsblandning,1,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A04RT,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
898,Chili con carne,Tomat krossad,18,"tomatkross, krossad tomat, ",Tillagad,1.2,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HQ,21.6,"18 * 1,20",,,,,,Faktor beräknad 40% tomatjuice och 60% tomat tillagad.,
900,Ärtsoppa m fläsk konserv tillagad m vatten,Vatten,63,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,63,"63 * 1,00",,,,,,Faktor=logiskt slutledning,
900,Ärtsoppa m fläsk konserv tillagad m vatten,Ärter utan skida (utgångsläge rå),18,"trädgårdsärt, grönärt, rödvial","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A012G,18,"18 * 1,00",,,,,,Faktor = logisk slutledning,
900,Ärtsoppa m fläsk konserv tillagad m vatten,Gris ,16,"Griskött, fläsk, fläskfärs, Fläskbog, sidfläsk, fläskkarré, Fläskkotlett, ",Tillagad,1,SLV - Riktlinjer för livsmedel,A01RG,20.8,"16 * 1,3",,,,,,Faktor = logisk slutledning,
900,Ärtsoppa m fläsk konserv tillagad m vatten,Övrigt,1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,1,"1 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
900,Ärtsoppa m fläsk konserv tillagad m vatten,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
900,Ärtsoppa m fläsk konserv tillagad m vatten,Stärkelse,1,"47% majs, 38% vete och 15% potatis.  0% Tapiocasträrkelse","Rå, tillagad ",1,SLV - Riktlinjer för livsmedel,A011F,1,"1 * 1,00",,,,,,Foodex2-kod finns ännu inte i foodex2-browser ver 0.1.3 men kommer att tas med i framtida uppdateringar.,
901,Vita bönor i tomatsås konserv,Bönor utan balja,51,"bondböna, jackböna, limaböna",Tillagad,0.4,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A012S,20.4,"51 * 0,40",,,,,,,
901,Vita bönor i tomatsås konserv,Vinäger ,1,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad ",1,-,A044M,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
901,Vita bönor i tomatsås konserv,Vatten,9,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,9,"9 * 1,00",,,,,,Faktor=logiskt slutledning,
901,Vita bönor i tomatsås konserv,Socker,4,"Råsocker, farinsocker, invertsocker, sockerkulör","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A032H,4,"4 * 1,00",Sockerbeta,Rå,6.5,SLV - Riktlinjer för livsmedel,A010T,"Faktor = logisk slutledning

NB! Med ändrad Foodex-kod för socker, stämmer det inte alltid att råvara nivå 2 är sockerbeta.",
901,Vita bönor i tomatsås konserv,"Majs, siktat",1,polenta,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A002Q,1,"1 * 1,00",,,,,,,
901,Vita bönor i tomatsås konserv,Tomat ,33,,Tillagad,1.3,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HQ,42.9,"33 * 1,30",,,,,,Faktor för kokt,
901,Vita bönor i tomatsås konserv,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
903,Linssoppa,Vatten,50,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,50,"50 * 1,00",,,,,,Faktor=logiskt slutledning,
903,Linssoppa,Linser,13,,Torkad,1,SLV - Riktlinjer för livsmedel,A013Q,13,"13 * 1,00",,,,,,Faktor=logisk slutledning,
903,Linssoppa,"Lök (gul, röd)",11,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HC,11,"11 * 1,00",,,,,,,
903,Linssoppa,Morot,9,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00QH,9,"9 * 1,00",,,,,,,
903,Linssoppa,Stjälkselleri,5,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00RY,5,"5 * 1,00",,,,,,,
903,Linssoppa,Potatis,4,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A00ZX,4,"4 * 1,00",,,,,,Faktor = logisk slutledning,
903,Linssoppa,Citron,2,,Juice drickfärdig,1.6,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A01BY,3.2,"2 * 1,60",,,,,,,
903,Linssoppa,"Vete, siktat",2,,"Tillagad, adderad",1,-,A003Y,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
903,Linssoppa,Vitlök,1,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00GZ,1,"1 * 1,00",,,,,,,
903,Linssoppa,Fett vegetabiliskt fett och olja,1,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036V,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
903,Linssoppa,Övrigt,1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,1,"1 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
903,Linssoppa,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
904,Ärtsoppa vegetarisk,Vatten,66,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,66,"66 * 1,00",,,,,,Faktor=logiskt slutledning,
904,Ärtsoppa vegetarisk,Ärter utan skida (utgångsläge torkad),22,"gul ärtor, grön ärta, kikärt",Tillagad,0.4,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A013J,8.8,"22 * 0,40",,,,,,,
904,Ärtsoppa vegetarisk,"Lök (gul, röd)",9,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HC,9,"9 * 1,00",,,,,,,
904,Ärtsoppa vegetarisk,Purjolök,2,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00SB,2,"2 * 1,00",,,,,,,
904,Ärtsoppa vegetarisk,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
905,Tofu sojabönsost,Vatten,78,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,78,"78 * 1,00",,,,,,Faktor=logiskt slutledning,
905,Tofu sojabönsost,Bönor utan balja (utgångsläge rå),22,"bondböna, jackböna, limaböna, Sojaböna","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A011Z,22,"22 * 1,00",,,,,,Faktor = logisk slutledning,
909,Sojasås,sojasås,100,,"Rå, tillagad ",1,Användarhjälp - Riktlinjer för beräknade livsmedel,A044R,100,"100 * 1,00",,,,,,"Fakor=logisk slutledning. Sojasås bedöms i sin tur bestå av 16% salt, 10 % torkade sojabönor, 10% fullkornsvete och 64% vatten",
998,Häst kött hamburgerkött rökt,Häst ,96,,Tillagad,1.2,-,A01RM,115.2,"96 * 1,20",,,,,,Faktor överförd  från hjort motivering samma familj zoologiskt,
998,Häst kött hamburgerkött rökt,Salt,3,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,3,"3 * 1,00",,,,,,Faktor = logisk slutledning,
998,Häst kött hamburgerkött rökt,Socker,1,"Råsocker, farinsocker, invertsocker, sockerkulör","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A032H,1,"1 * 1,00",Sockerbeta,Rå,6.5,SLV - Riktlinjer för livsmedel,A010T,"Faktor = logisk slutledning

NB! Med ändrad Foodex-kod för socker, stämmer det inte alltid att råvara nivå 2 är sockerbeta.",
999,Nöt saltkött rimmat kokt,Nöt/ko ,97,"biff, entrecôte, filé, köttfärs, oxkött, oxfilé",Tillagad,1.3,,A01QX,126.1,"97 * 1,30",,,,,,Medelvärde för biff 82 olika bitar och tillagningssätt,
999,Nöt saltkött rimmat kokt,Övrigt,3,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,3,"3 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
1002,Ren kött torkat,Hjortdjur,100,"Hjort, ren, älg, rådjur",Torkad,2.1,-,A01RZ_R,210,"100 * 2,10",,,,,,,
1004,Gris bacon stekt,Gris ,96,"Griskött, fläsk, bacon, fläskfärs, Fläskbog, sidfläsk, fläskkarré, Fläskkotlett, kassler",Tillagad,1.3,USDA table of cooking yields for meat and poultry (2012),A01RG,124.8,"96 * 1,30",,,,,,Medelvärde för gris 70 olika bitar och tillagningssätt,
1004,Gris bacon stekt,Övrigt,3,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,3,"3 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
1004,Gris bacon stekt,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
1008,Gris skinka italiensk lufttorkad,Gris,95,"Lufttorkad skinka, parmaskinka",Torkad,2.1,Okänd,A01RG,199.5,"95 * 2,10",,,,,,OBS lägg in referenser!,
1008,Gris skinka italiensk lufttorkad,Salt,5,"Havssalt, mineralsalt",Rå,1,SLV - Riktlinjer för livsmedel,A042P,5,"5 * 1,00",,,,,,Faktor = logisk slutledning,
1010,Gris skinka fett 1-3% skivad rökt,"Gris, rökt",95,,Tillagad,1.1,Analysprotokoll Dnr 719/2011,A01RG,104.5,"95 * 1,10",,,,,,,
1010,Gris skinka fett 1-3% skivad rökt,Salt,4,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,4,"4 * 1,00",,,,,,Faktor = logisk slutledning,
1010,Gris skinka fett 1-3% skivad rökt,Socker,1,"Råsocker, farinsocker, invertsocker, sockerkulör","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A032H,1,"1 * 1,00",Sockerbeta,Rå,6.5,SLV - Riktlinjer för livsmedel,A010T,"Faktor = logisk slutledning

NB! Med ändrad Foodex-kod för socker, stämmer det inte alltid att råvara nivå 2 är sockerbeta.",
1015,"Gris skinka julskinka fett ca 4,5%  rimmad kokt",Gris ,97,"Griskött, fläsk, bacon, fläskfärs, Fläskbog, sidfläsk, fläskkarré, Fläskkotlett, kassler",Tillagad,1.3,USDA table of cooking yields for meat and poultry (2012),A01RG,126.1,"97 * 1,30",,,,,,Medelvärde för gris 70 olika bitar och tillagningssätt,
1015,"Gris skinka julskinka fett ca 4,5%  rimmad kokt",Övrigt,3,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,3,"3 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
1016,Gris kassler kotlettrad rökt stekt el värmd,Gris ,95,"Griskött, fläsk, bacon, fläskfärs, Fläskbog, sidfläsk, fläskkarré, Fläskkotlett, kassler",Tillagad,1.3,USDA table of cooking yields for meat and poultry (2012),A01RG,123.5,"95 * 1,30",,,,,,Medelvärde för gris 70 olika bitar och tillagningssätt,
1016,Gris kassler kotlettrad rökt stekt el värmd,Salt,5,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,5,"5 * 1,00",,,,,,Faktor = logisk slutledning,
1017,Nöt entrecôte stekt,Nöt/ko ,100,"biff, entrecôte, filé, köttfärs, oxkött, oxfilé",Tillagad,1.3,,A01QX,130,"100 * 1,30",,,,,,Medelvärde för biff 82 olika bitar och tillagningssätt,
1020,Gris sidfläsk rimmat stekt,Gris ,96,"Griskött, fläsk, bacon, fläskfärs, Fläskbog, sidfläsk, fläskkarré, Fläskkotlett, kassler",Tillagad,1.3,USDA table of cooking yields for meat and poultry (2012),A01RG,124.8,"96 * 1,30",,,,,,Medelvärde för gris 70 olika bitar och tillagningssätt,
1020,Gris sidfläsk rimmat stekt,Salt,4,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,4,"4 * 1,00",,,,,,Faktor = logisk slutledning,
1043,Oxrulad nöt stekt,Nöt/ko ,89,"biff, entrecôte, filé, köttfärs, oxkött",Tillagad,1,SLV - Riktlinjer för livsmedel,A01QX,115.7,"89 * 1,3",,,,,,Faktor = logisk slutledning,
1043,Oxrulad nöt stekt,"Lök (gul, röd)",4,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HC,4,"4 * 1,00",,,,,,,
1043,Oxrulad nöt stekt,Gris ,3,"Griskött, fläsk, fläskfärs, Fläskbog, sidfläsk, fläskkarré, Fläskkotlett, ",Tillagad,1,SLV - Riktlinjer för livsmedel,A01RG,3.9,"3 * 1,3",,,,,,Faktor = logisk slutledning,
1043,Oxrulad nöt stekt,"Ansjovis, skarpsill ",3,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A02DH,3,"3 * 1,00",,,,,,Faktor = logisk slutledning,
1043,Oxrulad nöt stekt,Persilja,1,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A00YE,1,"1 * 1,00",,,,,,Faktor=logisk slutledning,
1045,Gris revbensspjäll ugnsstekt grillat,sojasås,3,,"Rå, tillagad ",1,Användarhjälp - Riktlinjer för beräknade livsmedel,A044R,3,"3 * 1,00",,,,,,"Fakor=logisk slutledning. Sojasås bedöms i sin tur bestå av 16% salt, 10 % torkade sojabönor, 10% fullkornsvete och 64% vatten",
1045,Gris revbensspjäll ugnsstekt grillat,Gris ,91,"Griskött, fläsk, bacon, fläskfärs, Fläskbog, sidfläsk, fläskkarré, Fläskkotlett, kassler",Tillagad,1.3,USDA table of cooking yields for meat and poultry (2012),A01RG,118.3,"91 * 1,30",,,,,,Medelvärde för gris 70 olika bitar och tillagningssätt,
1045,Gris revbensspjäll ugnsstekt grillat,Fett vegetabiliskt fett och olja,3,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036V,3,"3 * 1,00",,,,,,Faktor = logisk slutledning,
1045,Gris revbensspjäll ugnsstekt grillat,Honung,3,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A033K,3,"3 * 1,00",,,,,,Faktor = logisk slutledning,
1066,Wienerschnitzel gris,Gris ,78,"Griskött, fläsk, fläskfärs, Fläskbog, sidfläsk, fläskkarré, Fläskkotlett, ",Tillagad,1,SLV - Riktlinjer för livsmedel,A01RG,101.4,"78 * 1,3",,,,,,Faktor = logisk slutledning,
1066,Wienerschnitzel gris,"Ägg, höna",7,Helt ägg höna,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A031G,7,"7 * 1,00",,,,,,Faktor = logisk slutledning,
1066,Wienerschnitzel gris,"Vete, siktat",7,,"Tillagad, adderad",1,-,A003Y,7,"7 * 1,00",,,,,,Faktor = logisk slutledning,
1066,Wienerschnitzel gris,Fett matfettsblandning,6,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A04RT,6,"6 * 1,00",,,,,,Faktor = logisk slutledning,
1066,Wienerschnitzel gris,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
1066,Wienerschnitzel gris,"Råg, fullkorn",1,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A003M,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
